Landmarks,Gesture
"[,6.52151704e-01,6.67034268e-01,-2.45384712e-07,5.93811333e-01
,6.52901649e-01,-3.50335129e-02,5.40778160e-01,6.16188645e-01
,-6.45525903e-02,5.19713402e-01,5.70166826e-01,-9.43507999e-02
,5.44748783e-01,5.30492008e-01,-1.23244949e-01,5.46870768e-01
,4.59466755e-01,-4.17090617e-02,4.97060537e-01,3.72228920e-01
,-8.11962336e-02,4.68966484e-01,3.17616522e-01,-1.07415788e-01
,4.47487622e-01,2.70288199e-01,-1.25490516e-01,5.95691919e-01
,4.45666313e-01,-4.59354743e-02,5.71565688e-01,4.36608195e-01
,-1.07331395e-01,5.75878680e-01,5.25879502e-01,-1.21944569e-01
,5.81576824e-01,5.91704011e-01,-1.17860772e-01,6.43023551e-01
,4.52796578e-01,-5.45529872e-02,6.20519459e-01,4.70242679e-01
,-1.09100811e-01,6.16477072e-01,5.59582591e-01,-9.99558568e-02
,6.13513291e-01,6.18882656e-01,-7.95012489e-02,6.87094092e-01
,4.75358367e-01,-6.66188076e-02,6.67924285e-01,4.92053211e-01
,-1.00566164e-01,6.53994024e-01,5.59547126e-01,-9.15591046e-02
,6.44015431e-01,6.04721606e-01,-7.56217614e-02]",Your Gesture Name
"[,6.53794289e-01,6.69950247e-01,-2.51143348e-07,5.94448209e-01
,6.55098855e-01,-3.60241868e-02,5.40683806e-01,6.16008401e-01
,-6.48316666e-02,5.19391119e-01,5.69655418e-01,-9.34254453e-02
,5.37400126e-01,5.25734663e-01,-1.21037863e-01,5.43779314e-01
,4.67217803e-01,-4.17198502e-02,4.91355598e-01,3.83590877e-01
,-8.17057639e-02,4.60654676e-01,3.29568267e-01,-1.08259678e-01
,4.37369227e-01,2.82797694e-01,-1.26533702e-01,5.92914224e-01
,4.50167477e-01,-4.53956425e-02,5.68175495e-01,4.36444908e-01
,-1.07357420e-01,5.73535681e-01,5.25785208e-01,-1.22172408e-01
,5.80253780e-01,5.93285978e-01,-1.18045375e-01,6.41051412e-01
,4.55118060e-01,-5.36787957e-02,6.19199038e-01,4.67992455e-01
,-1.09620921e-01,6.16011918e-01,5.59057176e-01,-1.00537069e-01
,6.13640904e-01,6.20264351e-01,-7.97806978e-02,6.86087906e-01
,4.75784570e-01,-6.53092563e-02,6.67175531e-01,4.89559472e-01
,-1.00949116e-01,6.54358029e-01,5.56856155e-01,-9.23156738e-02
,6.45549297e-01,6.02189183e-01,-7.64100924e-02]",Your Gesture Name
"[,6.55729532e-01,6.70283616e-01,-2.42509856e-07,5.95027089e-01
,6.57461047e-01,-3.23107839e-02,5.40147841e-01,6.16915286e-01
,-5.77170253e-02,5.19319534e-01,5.68687975e-01,-8.33330005e-02
,5.34335136e-01,5.21146953e-01,-1.07981861e-01,5.41563392e-01
,4.71060872e-01,-3.77144217e-02,4.87509757e-01,3.89217615e-01
,-7.61265531e-02,4.56038237e-01,3.35143149e-01,-1.01506725e-01
,4.32947546e-01,2.88215697e-01,-1.19052172e-01,5.90738714e-01
,4.52520907e-01,-4.26835082e-02,5.67275107e-01,4.32968497e-01
,-1.02892868e-01,5.72065890e-01,5.20294189e-01,-1.16883092e-01
,5.79959452e-01,5.88716447e-01,-1.12202920e-01,6.39429510e-01
,4.57006723e-01,-5.19636348e-02,6.19378686e-01,4.69741374e-01
,-1.05941817e-01,6.15644395e-01,5.58653831e-01,-9.64853913e-02
,6.14349544e-01,6.19553566e-01,-7.57968277e-02,6.84741497e-01
,4.77908671e-01,-6.43449575e-02,6.67190373e-01,4.91623610e-01
,-9.91962627e-02,6.54336035e-01,5.57908118e-01,-9.05832350e-02
,6.46169782e-01,6.02906168e-01,-7.47970566e-02]",Your Gesture Name
"[,6.54574573e-01,6.71573400e-01,-1.97160887e-07,5.94877243e-01
,6.56856298e-01,-3.45512554e-02,5.41162312e-01,6.16508603e-01
,-6.23825639e-02,5.19294739e-01,5.67558289e-01,-9.02400464e-02
,5.35543442e-01,5.20088375e-01,-1.17046826e-01,5.40962756e-01
,4.74589646e-01,-4.12015505e-02,4.85593200e-01,3.91429335e-01
,-8.15194994e-02,4.53098893e-01,3.37758362e-01,-1.07705466e-01
,4.29698825e-01,2.90505886e-01,-1.25708923e-01,5.90384185e-01
,4.58498806e-01,-4.61609252e-02,5.67024469e-01,4.29118216e-01
,-1.09084003e-01,5.72571576e-01,5.18572152e-01,-1.23392269e-01
,5.81013739e-01,5.88095963e-01,-1.18319057e-01,6.39248848e-01
,4.63498861e-01,-5.56245856e-02,6.19470894e-01,4.65010136e-01
,-1.12399593e-01,6.15783215e-01,5.56409180e-01,-1.02743961e-01
,6.14439368e-01,6.19265079e-01,-8.11114013e-02,6.85301960e-01
,4.83653694e-01,-6.81905225e-02,6.67090118e-01,4.87552255e-01
,-1.04310393e-01,6.53996110e-01,5.54311275e-01,-9.51998085e-02
,6.45267189e-01,6.00898683e-01,-7.88737088e-02]",Your Gesture Name
"[,6.56147063e-01,6.71881020e-01,-2.18126729e-07,5.97052693e-01
,6.57402456e-01,-3.42984460e-02,5.43732285e-01,6.17013514e-01
,-6.19020350e-02,5.19571543e-01,5.68496704e-01,-8.94778669e-02
,5.34194112e-01,5.20091116e-01,-1.15990326e-01,5.41681588e-01
,4.72819984e-01,-4.09480594e-02,4.86842543e-01,3.90177041e-01
,-8.13590661e-02,4.54244614e-01,3.37185383e-01,-1.07805066e-01
,4.30303156e-01,2.90647060e-01,-1.25895038e-01,5.90714097e-01
,4.56634045e-01,-4.56825532e-02,5.66857457e-01,4.28745776e-01
,-1.07685730e-01,5.72735548e-01,5.19492269e-01,-1.21289015e-01
,5.81080675e-01,5.89233994e-01,-1.15884893e-01,6.39692426e-01
,4.61758345e-01,-5.49377352e-02,6.19629800e-01,4.62856650e-01
,-1.10783778e-01,6.16184413e-01,5.54659426e-01,-1.00513190e-01
,6.15154028e-01,6.18113816e-01,-7.86694214e-02,6.86194718e-01
,4.82344151e-01,-6.73244745e-02,6.68032646e-01,4.86097395e-01
,-1.03298642e-01,6.54757977e-01,5.53479254e-01,-9.41280052e-02
,6.45862699e-01,6.00638390e-01,-7.77019635e-02]",Your Gesture Name
"[,6.55326366e-01,6.71276927e-01,-1.96853435e-07,5.95424294e-01
,6.56054556e-01,-3.29858623e-02,5.41661084e-01,6.16706967e-01
,-6.00664131e-02,5.20323634e-01,5.69370568e-01,-8.74036178e-02
,5.36839724e-01,5.21209478e-01,-1.13778397e-01,5.42981684e-01
,4.71701086e-01,-4.02312241e-02,4.90881979e-01,3.85808945e-01
,-7.94519708e-02,4.61056292e-01,3.31267208e-01,-1.05070628e-01
,4.38650608e-01,2.83598065e-01,-1.22643180e-01,5.92230558e-01
,4.57460940e-01,-4.58225720e-02,5.68724990e-01,4.29170340e-01
,-1.07402578e-01,5.74680090e-01,5.19057095e-01,-1.21352769e-01
,5.83016574e-01,5.88341415e-01,-1.16270691e-01,6.40810728e-01
,4.63609397e-01,-5.56319505e-02,6.21245086e-01,4.64490354e-01
,-1.11260101e-01,6.18052781e-01,5.55600166e-01,-1.01224124e-01
,6.16681337e-01,6.18178725e-01,-7.95515478e-02,6.86760068e-01
,4.84787643e-01,-6.83765486e-02,6.68795288e-01,4.86587435e-01
,-1.03692129e-01,6.56269729e-01,5.53526580e-01,-9.35978219e-02
,6.47823155e-01,6.00174129e-01,-7.65586868e-02]",Your Gesture Name
"[,6.53043211e-01,6.68787420e-01,-1.59697521e-07,5.94913423e-01
,6.53940558e-01,-3.58453654e-02,5.43424666e-01,6.17286325e-01
,-6.50952235e-02,5.20717561e-01,5.72747409e-01,-9.42814350e-02
,5.37954032e-01,5.24444222e-01,-1.22546352e-01,5.47255039e-01
,4.66301084e-01,-4.33664471e-02,5.01848161e-01,3.74302477e-01
,-8.28695968e-02,4.75657463e-01,3.17135125e-01,-1.07922040e-01
,4.55428720e-01,2.67085373e-01,-1.24915533e-01,5.95837831e-01
,4.54598963e-01,-4.77815121e-02,5.71515739e-01,4.27778363e-01
,-1.09964855e-01,5.75580478e-01,5.17709851e-01,-1.23830035e-01
,5.82570195e-01,5.86634755e-01,-1.18525602e-01,6.43332899e-01
,4.62389946e-01,-5.66264577e-02,6.22146130e-01,4.67160046e-01
,-1.12836860e-01,6.18262947e-01,5.57024777e-01,-1.03454120e-01
,6.16379857e-01,6.18099332e-01,-8.21218640e-02,6.88572168e-01
,4.84859407e-01,-6.86336309e-02,6.69635236e-01,4.89763916e-01
,-1.03730582e-01,6.56854212e-01,5.57193398e-01,-9.40918028e-02
,6.47887766e-01,6.04229927e-01,-7.74700046e-02]",Your Gesture Name
"[,6.50199652e-01,6.68435812e-01,-1.38168119e-07,5.92298090e-01
,6.53690279e-01,-3.18692066e-02,5.40253520e-01,6.15208805e-01
,-5.88672198e-02,5.21650493e-01,5.70268512e-01,-8.64977539e-02
,5.43414116e-01,5.26876688e-01,-1.14009157e-01,5.48510790e-01
,4.66456741e-01,-4.16982621e-02,5.14793456e-01,3.66815448e-01
,-7.88836852e-02,4.98233080e-01,3.02106798e-01,-1.03168517e-01
,4.84898090e-01,2.46274367e-01,-1.20065592e-01,5.97744286e-01
,4.54077840e-01,-4.70919758e-02,5.74209690e-01,4.32562917e-01
,-1.06499724e-01,5.76184034e-01,5.19189417e-01,-1.20272622e-01
,5.79979122e-01,5.86293817e-01,-1.15908310e-01,6.45048320e-01
,4.61189091e-01,-5.61336018e-02,6.23767376e-01,4.70099926e-01
,-1.09837234e-01,6.19170070e-01,5.58174074e-01,-1.00728288e-01
,6.15050018e-01,6.18462682e-01,-8.04573298e-02,6.89141214e-01
,4.83253211e-01,-6.79766163e-02,6.69134438e-01,4.92416829e-01
,-1.01669908e-01,6.56440020e-01,5.58655500e-01,-9.17942226e-02
,6.47378981e-01,6.04540408e-01,-7.53197372e-02]",Your Gesture Name
"[,6.48426235e-01,6.66005969e-01,-3.81247602e-08,5.91067374e-01
,6.54259861e-01,-3.62741053e-02,5.40165186e-01,6.17649496e-01
,-6.69889152e-02,5.18491328e-01,5.76017082e-01,-9.79678929e-02
,5.39769650e-01,5.33240378e-01,-1.28565028e-01,5.45683324e-01
,4.60003436e-01,-4.56993319e-02,5.27062476e-01,3.53628665e-01
,-8.64046216e-02,5.24723530e-01,2.86762595e-01,-1.14227854e-01
,5.24795294e-01,2.29232967e-01,-1.32842347e-01,5.96584320e-01
,4.52397615e-01,-4.93857339e-02,5.79102755e-01,4.37693059e-01
,-1.12761892e-01,5.80087245e-01,5.26199043e-01,-1.30255356e-01
,5.81447005e-01,5.92647552e-01,-1.27934158e-01,6.45211875e-01
,4.61541593e-01,-5.69791198e-02,6.26570046e-01,4.70036566e-01
,-1.14219837e-01,6.21013284e-01,5.59771597e-01,-1.06973186e-01
,6.14167869e-01,6.20755434e-01,-8.70010555e-02,6.89673483e-01
,4.83865947e-01,-6.75051212e-02,6.71773076e-01,4.92777258e-01
,-1.03764474e-01,6.59406304e-01,5.59595585e-01,-9.44220200e-02
,6.48495972e-01,6.05682015e-01,-7.72549361e-02]",Your Gesture Name
"[,6.48344696e-01,6.66000485e-01,-7.70482700e-08,5.93791604e-01
,6.55583978e-01,-3.56035270e-02,5.43376386e-01,6.19125783e-01
,-6.55471981e-02,5.21166563e-01,5.77769101e-01,-9.58572850e-02
,5.42239726e-01,5.36506295e-01,-1.25688642e-01,5.49294233e-01
,4.59409058e-01,-4.49073426e-02,5.37759900e-01,3.51642668e-01
,-8.39543790e-02,5.38672805e-01,2.86032021e-01,-1.10416196e-01
,5.40132821e-01,2.29055643e-01,-1.28575370e-01,5.99143982e-01
,4.53455150e-01,-4.83297370e-02,5.82804978e-01,4.40505922e-01
,-1.11111723e-01,5.83653986e-01,5.30550778e-01,-1.27833039e-01
,5.84199488e-01,5.97558916e-01,-1.25407115e-01,6.46264851e-01
,4.62774873e-01,-5.55732772e-02,6.28696501e-01,4.69842613e-01
,-1.12220712e-01,6.22440457e-01,5.59719324e-01,-1.04606889e-01
,6.14769280e-01,6.20790243e-01,-8.48360658e-02,6.89362407e-01
,4.84554768e-01,-6.57135025e-02,6.72589600e-01,4.91986454e-01
,-1.01857357e-01,6.59804761e-01,5.59161901e-01,-9.30681974e-02
,6.48233116e-01,6.05352163e-01,-7.66169056e-02]",Your Gesture Name
"[,6.47193432e-01,6.63941383e-01,-6.22882013e-08,5.93205988e-01
,6.53603196e-01,-3.57097797e-02,5.42483389e-01,6.17945254e-01
,-6.58081770e-02,5.20035386e-01,5.76442540e-01,-9.62788984e-02
,5.42715013e-01,5.36717236e-01,-1.26127914e-01,5.49495578e-01
,4.57176596e-01,-4.33694683e-02,5.41261077e-01,3.52336049e-01
,-8.26761648e-02,5.46152413e-01,2.87350953e-01,-1.09637655e-01
,5.51713705e-01,2.31210709e-01,-1.28087610e-01,5.99491060e-01
,4.50765908e-01,-4.70027737e-02,5.83537817e-01,4.39331561e-01
,-1.10107392e-01,5.83007514e-01,5.29473901e-01,-1.27169371e-01
,5.82881808e-01,5.96864223e-01,-1.24767356e-01,6.46588802e-01
,4.60635215e-01,-5.46905883e-02,6.29459441e-01,4.71922785e-01
,-1.11641876e-01,6.21752501e-01,5.61545968e-01,-1.04678422e-01
,6.12939000e-01,6.22197628e-01,-8.51639584e-02,6.89537942e-01
,4.83341128e-01,-6.53407723e-02,6.72768474e-01,4.94761854e-01
,-1.01635858e-01,6.59013689e-01,5.61781108e-01,-9.34623927e-02
,6.46426380e-01,6.07267380e-01,-7.73894936e-02]",Your Gesture Name
"[,6.48386598e-01,6.64570153e-01,-5.65657885e-08,5.93054414e-01
,6.53864026e-01,-3.53577398e-02,5.41254461e-01,6.17692053e-01
,-6.49659112e-02,5.19700706e-01,5.79481840e-01,-9.49732661e-02
,5.42035222e-01,5.40857494e-01,-1.24629602e-01,5.51166296e-01
,4.55116093e-01,-4.28895503e-02,5.43330371e-01,3.52351964e-01
,-8.29290822e-02,5.49623430e-01,2.86862552e-01,-1.11294486e-01
,5.57238877e-01,2.30584487e-01,-1.30438045e-01,6.01386964e-01
,4.48863775e-01,-4.65254709e-02,5.83564579e-01,4.41424400e-01
,-1.09671995e-01,5.81757247e-01,5.31190097e-01,-1.27886623e-01
,5.81435263e-01,5.98016381e-01,-1.26218289e-01,6.48501098e-01
,4.59322244e-01,-5.41666634e-02,6.28586173e-01,4.74601567e-01
,-1.11361533e-01,6.21765733e-01,5.63889623e-01,-1.04999714e-01
,6.14683628e-01,6.24560773e-01,-8.55633095e-02,6.91062391e-01
,4.82408732e-01,-6.46849349e-02,6.71069264e-01,4.96234626e-01
,-1.01383157e-01,6.58102512e-01,5.63641906e-01,-9.28866416e-02
,6.47094846e-01,6.09301984e-01,-7.61333928e-02]",Your Gesture Name
"[,6.46827281e-01,6.65584266e-01,-7.98621329e-08,5.92166781e-01
,6.54816806e-01,-3.58152688e-02,5.40612817e-01,6.18258774e-01
,-6.57623932e-02,5.18233299e-01,5.79766333e-01,-9.58815068e-02
,5.41732371e-01,5.40040553e-01,-1.25555858e-01,5.51240683e-01
,4.56054449e-01,-4.42096777e-02,5.43723643e-01,3.53020072e-01
,-8.44844654e-02,5.50703108e-01,2.88213849e-01,-1.12853914e-01
,5.59370160e-01,2.32823327e-01,-1.31918848e-01,6.00779593e-01
,4.49389458e-01,-4.70548533e-02,5.82983911e-01,4.46699440e-01
,-1.09711513e-01,5.81415296e-01,5.38322747e-01,-1.27197325e-01
,5.81355453e-01,6.06106997e-01,-1.25349730e-01,6.47301912e-01
,4.59861845e-01,-5.39265275e-02,6.27245545e-01,4.76275772e-01
,-1.10534266e-01,6.20947540e-01,5.65391600e-01,-1.03546806e-01
,6.14480078e-01,6.26719475e-01,-8.39998871e-02,6.89206243e-01
,4.82642174e-01,-6.37760609e-02,6.69459760e-01,4.99050468e-01
,-1.00497566e-01,6.56904578e-01,5.65615177e-01,-9.23982114e-02
,6.46367371e-01,6.11183405e-01,-7.59402141e-02]",Your Gesture Name
"[,6.45787299e-01,6.66095912e-01,-9.21199828e-08,5.91396093e-01
,6.54807746e-01,-3.51131111e-02,5.38938284e-01,6.17275834e-01
,-6.41538873e-02,5.16127944e-01,5.77499866e-01,-9.34796408e-02
,5.38990557e-01,5.35857618e-01,-1.22450650e-01,5.49909532e-01
,4.54124123e-01,-4.21473496e-02,5.42723119e-01,3.53919625e-01
,-8.21501240e-02,5.50264299e-01,2.89511621e-01,-1.10758834e-01
,5.59404492e-01,2.34583378e-01,-1.29999608e-01,5.99753916e-01
,4.46844697e-01,-4.52582426e-02,5.81736982e-01,4.45443094e-01
,-1.07176907e-01,5.79464972e-01,5.36338329e-01,-1.24881096e-01
,5.78686297e-01,6.02879405e-01,-1.23241015e-01,6.46785975e-01
,4.57973987e-01,-5.24318814e-02,6.26038253e-01,4.77370620e-01
,-1.08837388e-01,6.18985772e-01,5.66546261e-01,-1.02294855e-01
,6.11783326e-01,6.26779556e-01,-8.29851702e-02,6.89086676e-01
,4.82064813e-01,-6.24983646e-02,6.68202996e-01,4.99930561e-01
,-9.91984606e-02,6.54945016e-01,5.67353904e-01,-9.11016464e-02
,6.44014239e-01,6.12724006e-01,-7.45581016e-02]",Your Gesture Name
"[,6.45487964e-01,6.65896535e-01,-8.10906187e-08,5.90467393e-01
,6.53929353e-01,-3.45181711e-02,5.37427247e-01,6.17129028e-01
,-6.31837845e-02,5.14222026e-01,5.79462647e-01,-9.23473984e-02
,5.37465692e-01,5.40231586e-01,-1.21240817e-01,5.49497843e-01
,4.54018712e-01,-4.07002941e-02,5.40894687e-01,3.54548693e-01
,-8.00209790e-02,5.47786474e-01,2.90993690e-01,-1.08025558e-01
,5.56387842e-01,2.36333802e-01,-1.26908004e-01,5.99248946e-01
,4.47537720e-01,-4.42949384e-02,5.79407394e-01,4.42900121e-01
,-1.05974324e-01,5.76414227e-01,5.33450842e-01,-1.23907089e-01
,5.75606942e-01,6.00291193e-01,-1.22303225e-01,6.46154881e-01
,4.58860487e-01,-5.19467369e-02,6.24568045e-01,4.76902694e-01
,-1.08442105e-01,6.16688430e-01,5.66119492e-01,-1.02694437e-01
,6.09023929e-01,6.26679599e-01,-8.37775394e-02,6.88432515e-01
,4.83321279e-01,-6.23819008e-02,6.67310119e-01,4.98991430e-01
,-9.89758596e-02,6.53675139e-01,5.66316068e-01,-9.10777524e-02
,6.42431021e-01,6.12160861e-01,-7.47603476e-02]",Your Gesture Name
"[,6.44367814e-01,6.65823936e-01,-9.72093233e-08,5.89924395e-01
,6.55582786e-01,-3.55828144e-02,5.37649035e-01,6.19873524e-01
,-6.50810003e-02,5.13152063e-01,5.81845462e-01,-9.48556587e-02
,5.34283400e-01,5.38448691e-01,-1.24396175e-01,5.47876179e-01
,4.54236180e-01,-4.23539430e-02,5.39950907e-01,3.55307162e-01
,-8.12711641e-02,5.45850575e-01,2.91922778e-01,-1.08926497e-01
,5.53447902e-01,2.37786338e-01,-1.27622351e-01,5.97577095e-01
,4.47538525e-01,-4.53291833e-02,5.79043031e-01,4.45796758e-01
,-1.07089810e-01,5.76115608e-01,5.36562026e-01,-1.25445426e-01
,5.75221241e-01,6.05216265e-01,-1.24155983e-01,6.44619286e-01
,4.59141374e-01,-5.22599556e-02,6.22555971e-01,4.79357481e-01
,-1.09186545e-01,6.15097821e-01,5.67541003e-01,-1.03958271e-01
,6.07865751e-01,6.28716469e-01,-8.53344202e-02,6.87167346e-01
,4.83226836e-01,-6.19147941e-02,6.65309668e-01,4.97397006e-01
,-9.94010568e-02,6.52386606e-01,5.64226806e-01,-9.18844119e-02
,6.41582370e-01,6.11867070e-01,-7.56311342e-02]",Your Gesture Name
"[,6.46205008e-01,6.68563187e-01,-9.38160056e-08,5.90460598e-01
,6.57242417e-01,-3.58146429e-02,5.37458062e-01,6.21180892e-01
,-6.56634718e-02,5.13488293e-01,5.80718994e-01,-9.56892595e-02
,5.36898911e-01,5.39970577e-01,-1.25386238e-01,5.45265853e-01
,4.57934320e-01,-4.24452871e-02,5.35567403e-01,3.58825147e-01
,-8.10006782e-02,5.39513946e-01,2.96183616e-01,-1.08512782e-01
,5.45226812e-01,2.42755592e-01,-1.27361953e-01,5.95370829e-01
,4.48200524e-01,-4.51889001e-02,5.77381015e-01,4.47366267e-01
,-1.05708435e-01,5.75564802e-01,5.38066328e-01,-1.23212844e-01
,5.74993908e-01,6.06743693e-01,-1.21757768e-01,6.43131733e-01
,4.58595723e-01,-5.19069023e-02,6.21972740e-01,4.76445168e-01
,-1.06966168e-01,6.15786612e-01,5.64377367e-01,-1.00843199e-01
,6.08974040e-01,6.26871824e-01,-8.22317526e-02,6.86141014e-01
,4.83052850e-01,-6.15589060e-02,6.65178239e-01,4.99666184e-01
,-9.77119878e-02,6.52697146e-01,5.64122021e-01,-9.02566239e-02
,6.42013848e-01,6.10506892e-01,-7.44333118e-02]",Your Gesture Name
"[,6.53209090e-01,6.70025051e-01,-1.52108953e-07,5.94553053e-01
,6.54384732e-01,-3.50780934e-02,5.41044652e-01,6.20399058e-01
,-6.52383044e-02,5.15817106e-01,5.79859972e-01,-9.55800489e-02
,5.37944973e-01,5.36433220e-01,-1.25615448e-01,5.50601244e-01
,4.63811815e-01,-4.21246924e-02,5.23166418e-01,3.69649529e-01
,-8.03492293e-02,5.11376023e-01,3.07457149e-01,-1.06499992e-01
,5.03704727e-01,2.55267799e-01,-1.24539241e-01,5.97972274e-01
,4.50990319e-01,-4.58638482e-02,5.73124230e-01,4.42270875e-01
,-1.06013991e-01,5.73022962e-01,5.31081080e-01,-1.21946514e-01
,5.75062275e-01,5.99672735e-01,-1.19264126e-01,6.44152820e-01
,4.58498001e-01,-5.37012890e-02,6.19305789e-01,4.76577312e-01
,-1.08736411e-01,6.13824010e-01,5.63818097e-01,-1.02160841e-01
,6.08551383e-01,6.25550866e-01,-8.33625346e-02,6.86787903e-01
,4.81053472e-01,-6.44994602e-02,6.63682818e-01,4.99456346e-01
,-9.98709723e-02,6.51407659e-01,5.64279556e-01,-9.21777710e-02
,6.41926110e-01,6.11232102e-01,-7.68160522e-02]",Your Gesture Name
"[,6.55635238e-01,6.76466107e-01,-2.69196192e-07,5.96510410e-01
,6.58906460e-01,-2.89378632e-02,5.41085839e-01,6.22091591e-01
,-5.37246130e-02,5.14491439e-01,5.77026725e-01,-7.98732862e-02
,5.37171781e-01,5.31311691e-01,-1.05482541e-01,5.58814526e-01
,4.69265223e-01,-2.83138677e-02,5.26353657e-01,3.79914850e-01
,-6.05810173e-02,5.03156483e-01,3.24016929e-01,-8.11683014e-02
,4.84590113e-01,2.80960679e-01,-9.52608585e-02,6.03065193e-01
,4.59789068e-01,-3.37491147e-02,5.72214544e-01,4.37501311e-01
,-8.90102535e-02,5.71614981e-01,5.23277164e-01,-1.01831600e-01
,5.76926649e-01,5.91910541e-01,-9.67753977e-02,6.46002114e-01
,4.66548085e-01,-4.34124172e-02,6.18778825e-01,4.72626418e-01
,-9.61412340e-02,6.14112854e-01,5.60881734e-01,-8.87006745e-02
,6.13121271e-01,6.23676062e-01,-6.88955039e-02,6.87591970e-01
,4.87126976e-01,-5.55356070e-02,6.63228095e-01,4.92051423e-01
,-8.83006901e-02,6.50729060e-01,5.58421016e-01,-7.99395218e-02
,6.43565536e-01,6.07382059e-01,-6.44942820e-02]",Your Gesture Name
"[,6.58203244e-01,6.79378748e-01,-2.84036986e-07,5.98080218e-01
,6.64729714e-01,-3.08577120e-02,5.40480137e-01,6.26981735e-01
,-5.53491786e-02,5.15767694e-01,5.80123901e-01,-8.02743286e-02
,5.32536209e-01,5.32785058e-01,-1.04144298e-01,5.39937615e-01
,4.87552851e-01,-3.42268869e-02,4.81234670e-01,4.07278538e-01
,-7.13354498e-02,4.46674287e-01,3.54952395e-01,-9.55175608e-02
,4.22031522e-01,3.07518005e-01,-1.12076886e-01,5.86461246e-01
,4.68228549e-01,-3.92716378e-02,5.58638811e-01,4.41719890e-01
,-9.74661633e-02,5.64065993e-01,5.29422402e-01,-1.10484071e-01
,5.73514163e-01,6.00175023e-01,-1.04966730e-01,6.34239972e-01
,4.71002162e-01,-4.85886969e-02,6.11481249e-01,4.73010659e-01
,-1.01960815e-01,6.09866261e-01,5.64217985e-01,-9.18467939e-02
,6.10914350e-01,6.29858613e-01,-7.00831041e-02,6.80312037e-01
,4.90049034e-01,-6.07742779e-02,6.59550250e-01,4.95737642e-01
,-9.50709060e-02,6.47518694e-01,5.64216733e-01,-8.57029855e-02
,6.41026735e-01,6.14560962e-01,-6.91613704e-02]",Your Gesture Name
"[,6.60886705e-01,6.84305787e-01,-2.51273264e-07,6.02804124e-01
,6.70005977e-01,-3.40941697e-02,5.47059894e-01,6.36195362e-01
,-5.99352196e-02,5.19108713e-01,5.95147848e-01,-8.57245103e-02
,5.23197114e-01,5.44591248e-01,-1.10374413e-01,5.36029637e-01
,4.95290220e-01,-3.84210683e-02,4.75040585e-01,4.23393309e-01
,-7.83237889e-02,4.38862503e-01,3.75426620e-01,-1.04533993e-01
,4.11697596e-01,3.31063479e-01,-1.22152388e-01,5.83188176e-01
,4.74223018e-01,-4.30713408e-02,5.52406192e-01,4.45995837e-01
,-1.05171584e-01,5.59867203e-01,5.34065366e-01,-1.20567188e-01
,5.70845127e-01,6.03524685e-01,-1.16084553e-01,6.32145703e-01
,4.74722236e-01,-5.22092804e-02,6.10075474e-01,4.75429833e-01
,-1.10041916e-01,6.09364867e-01,5.69679677e-01,-1.01571478e-01
,6.10102117e-01,6.36189997e-01,-7.99000412e-02,6.78653657e-01
,4.92095619e-01,-6.42396957e-02,6.59654737e-01,4.94932264e-01
,-1.01826556e-01,6.48958445e-01,5.63954353e-01,-9.32144970e-02
,6.42147899e-01,6.14235580e-01,-7.65844956e-02]",Your Gesture Name
"[,6.66150570e-01,6.91919684e-01,-2.84219055e-07,6.05152845e-01
,6.75344825e-01,-3.19733508e-02,5.47908306e-01,6.38998806e-01
,-5.60736284e-02,5.19076645e-01,5.96771359e-01,-8.04730654e-02
,5.25425315e-01,5.48531651e-01,-1.03512831e-01,5.40617764e-01
,5.02077699e-01,-3.22495140e-02,4.76907790e-01,4.46357250e-01
,-7.09290281e-02,4.37958002e-01,4.06291723e-01,-9.67744440e-02
,4.08331275e-01,3.68014872e-01,-1.14276946e-01,5.86515903e-01
,4.78439778e-01,-3.84439230e-02,5.50695658e-01,4.50043499e-01
,-9.92126316e-02,5.57087541e-01,5.35420358e-01,-1.15075678e-01
,5.67828715e-01,6.04131103e-01,-1.10656284e-01,6.35012329e-01
,4.78012592e-01,-4.92363386e-02,6.08020663e-01,4.84143764e-01
,-1.06678843e-01,6.08168900e-01,5.77789843e-01,-9.92965549e-02
,6.10345542e-01,6.44244909e-01,-7.79167786e-02,6.80863917e-01
,4.96380180e-01,-6.27962053e-02,6.59322858e-01,5.04779279e-01
,-9.92886052e-02,6.49219573e-01,5.73385954e-01,-9.09590274e-02
,6.43704295e-01,6.22676075e-01,-7.46725872e-02]",Your Gesture Name
